DriverNumber,Driver,TeamName,GridPosition,FinishPosition,Points,Status,Laps,Year,Race,avg_temp,avg_rainfall,is_wet_race,DNF
2,SAR,Williams,15.0,15.0,0.0,Lapped,76.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,1
24,ZHO,Kick Sauber,18.0,16.0,0.0,Lapped,76.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,1
31,OCO,Alpine,11.0,17.0,0.0,Retired,0.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,1
11,PER,Red Bull Racing,16.0,18.0,0.0,Retired,0.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,1
27,HUL,Haas F1 Team,19.0,19.0,0.0,Retired,0.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,1
20,MAG,Haas F1 Team,20.0,20.0,0.0,Retired,0.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,1
1,VER,Red Bull Racing,2.0,1.0,25.0,Finished,70.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,0
4,NOR,McLaren,3.0,2.0,18.0,Finished,70.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,0
63,RUS,Mercedes,1.0,3.0,15.0,Finished,70.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,0
44,HAM,Mercedes,7.0,4.0,13.0,Finished,70.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,0
81,PIA,McLaren,4.0,5.0,10.0,Finished,70.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,0
14,ALO,Aston Martin,6.0,6.0,8.0,Finished,70.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,0
18,STR,Aston Martin,9.0,7.0,6.0,Finished,70.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,0
3,RIC,RB,5.0,8.0,4.0,Finished,70.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,0
10,GAS,Alpine,15.0,9.0,2.0,Finished,70.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,0
31,OCO,Alpine,18.0,10.0,1.0,Finished,70.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,0
27,HUL,Haas F1 Team,17.0,11.0,0.0,Finished,70.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,0
20,MAG,Haas F1 Team,14.0,12.0,0.0,Finished,70.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,0
77,BOT,Kick Sauber,19.0,13.0,0.0,Finished,70.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,0
22,TSU,RB,8.0,14.0,0.0,Finished,70.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,0
24,ZHO,Kick Sauber,20.0,15.0,0.0,Lapped,69.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,1
55,SAI,Ferrari,12.0,16.0,0.0,Retired,52.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,1
23,ALB,Williams,10.0,17.0,0.0,Retired,52.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,1
11,PER,Red Bull Racing,16.0,18.0,0.0,Retired,51.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,1
16,LEC,Ferrari,11.0,19.0,0.0,Retired,40.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,1
2,SAR,Williams,13.0,20.0,0.0,Retired,23.0,2024,Canadian Grand Prix,17.797345132743363,0.2743362831858407,1,1
1,VER,Red Bull Racing,2.0,1.0,25.0,Finished,66.0,2024,Spanish Grand Prix,24.132467532467533,0.006493506493506494,1,0
4,NOR,McLaren,1.0,2.0,19.0,Finished,66.0,2024,Spanish Grand Prix,24.132467532467533,0.006493506493506494,1,0
44,HAM,Mercedes,3.0,3.0,15.0,Finished,66.0,2024,Spanish Grand Prix,24.132467532467533,0.006493506493506494,1,0
63,RUS,Mercedes,4.0,4.0,12.0,Finished,66.0,2024,Spanish Grand Prix,24.132467532467533,0.006493506493506494,1,0
16,LEC,Ferrari,5.0,5.0,10.0,Finished,66.0,2024,Spanish Grand Prix,24.132467532467533,0.006493506493506494,1,0
55,SAI,Ferrari,6.0,6.0,8.0,Finished,66.0,2024,Spanish Grand Prix,24.132467532467533,0.006493506493506494,1,0
81,PIA,McLaren,9.0,7.0,6.0,Finished,66.0,2024,Spanish Grand Prix,24.132467532467533,0.006493506493506494,1,0
11,PER,Red Bull Racing,11.0,8.0,4.0,Finished,66.0,2024,Spanish Grand Prix,24.132467532467533,0.006493506493506494,1,0
10,GAS,Alpine,7.0,9.0,2.0,Finished,66.0,2024,Spanish Grand Prix,24.132467532467533,0.006493506493506494,1,0
31,OCO,Alpine,8.0,10.0,1.0,Finished,66.0,2024,Spanish Grand Prix,24.132467532467533,0.006493506493506494,1,0
27,HUL,Haas F1 Team,13.0,11.0,0.0,Finished,66.0,2024,Spanish Grand Prix,24.132467532467533,0.006493506493506494,1,0
